"Generate Manual","Generate Manual"
"Google Shopping - Advanced Options","Google Shopping - Advanced Options"
"Google Shopping","Google Shopping"
"Google Shopping - Data","Google Shopping - Data"
"Google Shopping - Filter Conditions","Google Shopping - Filter Conditions"
"Google Shopping - Generation Settings","Google Shopping - Generation Settings"
"Limit","Limit"
"If you want to submit more fields to your Google Shopping Feed you can fill in the data here.",If you want to submit more fields to your Google Shopping Feed you can fill in the data here."
"Include Weight Field","Include Weight Field"
"Include by Category","Include by Category"
"Include products with this visibility","Include products with this visibility"
"Licence","Licence"
"License Key","License Key"
"Make sure you <strong><u>save the configuration first</u></strong> before generating a feed!</strong>","Make sure you <strong><u>save the configuration first</u></strong> before generating a feed!</strong>"
"Manually Add Tax","Manually Add Tax"
"Magmodules","Magmodules"
"New","New"
"Note, in the feed generate configuration tab you have enabled the product limit of %s.","Note, in the feed generate configuration tab you have enabled the product limit of %s."
"Name Attribute","Name Attribute"
"Non Required Fields","Non Required Fields"
"No products found, make sure your filters are configured with existing values.","No products found, make sure your filters are configured with existing values."
"Only when less than two.. ","Only when less than two.. "
"Only add products with the following visibility","Only add products with the following visibility"
"Percentage","Percentage"
"Product Condition","Product Condition"
"Products are categorized in Google Shopping according to the Google product taxonomy. While Google can't guarantee that a product will show in a particular category, you can increase the chances that your products will be included in the most relevant categories by sending them highly structured information for your items. Click <a href=""https://support.google.com/merchants/answer/160081"" target=""_blank"">here</a> to read more about the Google product Taxonomy inlcuding the different categories.<br><br>","Products are categorized in Google Shopping according to the Google product taxonomy. While Google can't guarantee that a product will show in a particular category, you can increase the chances that your products will be included in the most relevant categories by sending them highly structured information for your items. Click <a href=""https://support.google.com/merchants/answer/160081"" target=""_blank"">here</a> to read more about the Google product Taxonomy inlcuding the different categories.<br><br>"
"Price Rules","Price Rules"
"Refurbished","Refurbished"
"Required according to the Unique Product Identifier Rules for all target countries except for Austria, Belgium, Canada, Denmark, India, Mexico, Norway, Poland, Russia, Sweden, and Turkey. This attribute is recommended for Austria, Belgium, Canada, Denmark, India, Mexico, Norway, Poland, Russia, Sweden, and Turkey. <strong>Note:</strong> Don't provide your store name as the brand unless you manufacture the product.<br><br>","Required according to the Unique Product Identifier Rules for all target countries except for Austria, Belgium, Canada, Denmark, India, Mexico, Norway, Poland, Russia, Sweden, and Turkey. This attribute is recommended for Austria, Belgium, Canada, Denmark, India, Mexico, Norway, Poland, Russia, Sweden, and Turkey. <strong>Note:</strong> Don't provide your store name as the brand unless you manufacture the product.<br><br>"
"Server Name","Server Name"
"Select if you want to check all the products for special prices based on category price rules. This can have some impact on the speed of the generation of the feed if there are many catalog price rules enabled.","Select if you want to check all the products for special prices based on category price rules. This can have some impact on the speed of the generation of the feed if there are many catalog price rules enabled."
"Select if you want to check all the products for special prices based on category price rules. This can have some impact on the speed of the generation of the feed if there are many catalog price rules enabled.","Select if you want to check all the products for special prices based on category price rules. This can have some impact on the speed of the generation of the feed if there are many catalog price rules enabled."
"Set limit for testing, use 0 for all products","Set limit for testing, use 0 for all products"
"Start Time","Start Time"
"Only enable this option when you have enabled an extension that is using the simple prices in your store.","Only enable this option when you have enabled an extension that is using the simple prices in your store."
"Status","Status"
"Tax Customization","Tax Customization"
"Shipping","Shipping"
"Shipping Prices","Shipping Prices"
"Text","Text"
"The Manufacturer Part Number is used to reference and identify a product using a manufacturer specific naming other than GTIN. MPNs are assigned by a manufacturer. MPNs should typically be specific to a single unique product. For example, different colors of a product should have different MPNs.<br><br>","The Manufacturer Part Number is used to reference and identify a product using a manufacturer specific naming other than GTIN. MPNs are assigned by a manufacturer. MPNs should typically be specific to a single unique product. For example, different colors of a product should have different MPNs.<br><br>"
"The condition is an required field for the feed. Only three options are available: New, Refurbished & Used. Please select the default condition of your products, when you change the condition on product-level in the Google Shopping Tab the product-condition will be overwritten.<br><br>","The condition is an required field for the feed. Only three options are available: New, Refurbished & Used. Please select the default condition of your products, when you change the condition on product-level in the Google Shopping Tab the product-condition will be overwritten.<br><br>"
"The ‘product type’ attribute can also indicates the category of the product being sold. Other then the Google Category Taxonomy gives the Product Types attribute more control over how your products are segmented as it uses your Magento Category structure.<br><br>","The ‘product type’ attribute can also indicates the category of the product being sold. Other then the Google Category Taxonomy gives the Product Types attribute more control over how your products are segmented as it uses your Magento Category structure.<br><br>"
"This option allows you to exclude product from the Google Shopping Feed. To exclude certain products from the Google Shopping feed you easily select yes in the Google Shopping tab on your product configuration page.","This option allows you to exclude product from the Google Shopping Feed. To exclude certain products from the Google Shopping feed you easily select yes in the Google Shopping tab on your product configuration page."
"This section lists all the available attributes for the Google Shopping Feed. Some attributes are required for all products and some are required for certain product types such as apparel, others are recommended. To avoid errors in the Google Shopping feed please make sure that you provide  all recommended attributes.","This section lists all the available attributes for the Google Shopping Feed. Some attributes are required for all products and some are required for certain product types such as apparel, others are recommended. To avoid errors in the Google Shopping feed please make sure that you provide  all recommended attributes."
"This new attribute was created for shops that offer custom goods without an identifier like GTIN or MPN. Custom goods are hand knitted sweaters or antique furniture or vintage items. The ‘Identifier Exists’ field can be used to indicate that an identifier does not exist for certain products: Identifier exists = false. Not required for regular goods.<br><br>","This new attribute was created for shops that offer custom goods without an identifier like GTIN or MPN. Custom goods are hand knitted sweaters or antique furniture or vintage items. The ‘Identifier Exists’ field can be used to indicate that an identifier does not exist for certain products: Identifier exists = false. Not required for regular goods.<br><br>"
"This is the weight of the product used to calculate the shipping cost of the item. If you have specified a global shipping method that is dependent on shipping weight (Merchant Dashboard), this attribute will be used to calculate the shipping cost of the item automatically.<br><br>","This is the weight of the product used to calculate the shipping cost of the item. If you have specified a global shipping method that is dependent on shipping weight (Merchant Dashboard), this attribute will be used to calculate the shipping cost of the item automatically.<br><br>"
"This option allows you to include/exclude product from the Google Shopping Feed. To exclude certain products from the Google Shopping feed you easily select yes in the Google Shopping tab on your product configuration page.","This option allows you to include/exclude product from the Google Shopping Feed. To exclude certain products from the Google Shopping feed you easily select yes in the Google Shopping tab on your product configuration page."
"Type of filter","Type of filter"
"Use the GTIN/Barcode attribute to submit Global Trade Item Numbers (GTINs) in one of the following formats: UPC (in North America), EAN (in Europe), JAN (in Japan) or ISBN (for books). Please select the attribute that provide these GTINs (for eg. SKU).<br><br>","Use the GTIN/Barcode attribute to submit Global Trade Item Numbers (GTINs) in one of the following formats: UPC (in North America), EAN (in Europe), JAN (in Japan) or ISBN (for books). Please select the attribute that provide these GTINs (for eg. SKU).<br><br>"
"Used","Used"
"Use Identifier","Use Identifier"
"Use Simple Product Pricing","Use Simple Product Pricing"
"Use Product Type","Use Product Type"
"Use Parent Data for Simple","Use Parent Data for Simple"
"Use parent data","Use parent data"
"Use catalog price rules","Use catalog price rules"
"Visibility","Visibility"
"Weight Units","Weight Units"
"When the tax percentage is 21% use 21.","When the tax percentage is 21% use 21."
"Add the Shipping rates directly in the feed to meet the Google Merchant Requirements.<br><br>","Add the Shipping rates directly in the feed to meet the Google Merchant Requirements.<br><br>"
"When using configurable products you can choose to pull information from the parent  products. It's specified as 'Configurable products - non apparel' or 'Apparel' markup so activate the Apparel setting to enable the Apparel markup in your feed. Select in the multiple-select box below the fall-back data for the configurable products in the feed.<br><br>","When using configurable products you can choose to pull information from the parent  products. It's specified as 'Configurable products - non apparel' or 'Apparel' markup so activate the Apparel setting to enable the Apparel markup in your feed. Select in the multiple-select box below the fall-back data for the configurable products in the feed.<br><br>"
"You can add custom-fields to your feed when needed. Please make sure that your using the latest Custom Fields standards To prevent error messages in the feed. The guidelines for the custom-fields can be found right in our Knowledgebase.<br><br>","You can add custom-fields to your feed when needed. Please make sure that your using the latest Custom Fields standards To prevent error messages in the feed. The guidelines for the custom-fields can be found right in our Knowledgebase.<br><br>"
"You are recommended to provide the following product information for each unique item you submit if it exists, is relevant, and if the information fits into the accepted values for the following detailed product attributes:<br/><br/>","You are recommended to provide the following product information for each unique item you submit if it exists, is relevant, and if the information fits into the accepted values for the following detailed product attributes:<br/><br/>"
"Overwrite server settings","Overwrite server settings"
"Memory Limit","Memory Limit"
"This overwrites the maximum amount of memory in bytes that a script is allowed to allocate, eg: 1024M.","This overwrites the maximum amount of memory in bytes that a script is allowed to allocate, eg: 1024M."
"Max Execution Time","Max Execution Time"
"Only use this option if it's necessary to overwrite this setting because of your server memory limit or execution time.","Only use this option if it's necessary to overwrite this setting because of your server memory limit or execution time."
"This overwrites the maximum time in seconds a script is allowed to run before it is terminated by the parser, eg: 300 (for 5 minutes).","This overwrites the maximum time in seconds a script is allowed to run before it is terminated by the parser, eg: 300 (for 5 minutes)."
