"Select if you want to check all the products for special prices based on category price rules. This can have some impact on the speed of the generation of the feed if there are many catalog price rules enabled.","Selecteer of de catalogus prijsregels meegenomen dienen te worden in de Google Shopping Feed. Indien er veel catalogus-regels actief zijn kan dit invloed op de snelheid van het generen van de Google Shopping Feed."
"Set limit for testing, use 0 for all products","Stel een limiet in voor de testfeed, gebruik 0 om alle producten in te voegen."
"Select if you want to check all the products for special prices based on category price rules. This can have some impact on the speed of the generation of the feed if there are many catalog price rules enabled.","Selecteer of de producten moeten worden gecontroleerd op Catalogus prijs regels. Wanneer er veel prijsregels actief zijn kan dit enig effect hebben op de snelheid waarmee de Google Shopping feed wordt gegeneerd."
"Select if you want to use your catalog price rules in your Google Shopping Feed.","Selecteer of de catalogus prijsregels moeten worden meegenomen in de Google Shopping Feed."
"Start Time","Starttijd"
"Size","Maat"
"Size Type","Maat soort"
"Size System","Maat systeem"
"Status","Status"
"Shipping","Verzending"
"Gender","Gender"
"Shipping Prices","Verzendkosten"
"Tax Customization","Belasting aanpassingen"
"Text","Tekst"
"The Manufacturer Part Number is used to reference and identify a product using a manufacturer specific naming other than GTIN. MPNs are assigned by a manufacturer. MPNs should typically be specific to a single unique product. For example, different colors of a product should have different MPNs.<br><br>","Het fabrikant onderdeelnummer wordt gebruikt om te verwijzen naar een nummer om  een product te identificeren met behulp van een specifieke andere naamgeving als GTIN. MPNs worden toegewezen door een fabrikant. MPNs is over het algemeen specifiek voor één uniek product. Als voorbeeld, verschillende kleuren binnen een artikel hebben verschillende MPNs.<br><br>"
"The ‘product type’ attribute can also indicates the category of the product being sold. Other then the Google Category Taxonomy gives the Product Types attribute more control over how your products are segmented as it uses your Magento Category structure.<br><br>","Middels het 'producttype' attribuut worden ook de categorieën weergegeven van het product. Anders dan de Google Shopping  Categorie indeling geeft het Producttype attribuut u meer controle over hoe uw producten worden gesegmenteerd omdat het gebruik maakt van uw Magento Categorie structuur.<br><br>"
"The condition is an required field for the feed. Only three options are available: New, Refurbished & Used. Please select the default condition of your products, when you change the condition on product-level in the Google Shopping Tab the product-condition will be overwritten.<br><br>","De conditie is een verplicht veld voor de Google Shopping   feed. Er zijn 3 verschillende condities; Nieuw, opgeknapt en gebruikt. Selecteer de standaard status van de aangeboden producten, het is mogelijk om afwijkende condities aan te geven op product niveau onder de Google Shopping tab.<br><br>"
"This option allows you to exclude product from the Google Shopping Feed. To exclude certain products from the Google Shopping feed you easily select yes in the Google Shopping tab on your product configuration page.","Deze optie maakt het mogelijk om producten uit te sluiten van de Google Shopping feed. Om producten uit te sluiten is het mogelijk om op product-niveau via de Google shopping tab te kiezen voor uistluiten: ja."
"This new attribute was created for shops that offer custom goods without an identifier like GTIN or MPN. Custom goods are hand knitted sweaters or antique furniture or vintage items. The ‘Identifier Exists’ field can be used to indicate that an identifier does not exist for certain products: Identifier exists = false. It is best to always try and use at least two of identifiers as this is a huge plus for your listing.<a href=""https://www.magmodules.eu/help/google-shopping/google-identifier-exists-attribute/"" target=""_blank"">Read more</a><br>","Dit relatief nieuwe attribuut is speciaal voor winkels welke maatwerk producten aanbieden zonder GTIN of MPN. Maatwerk goederen zijn vooral handgemaakte producten als truien, meubels of antiek. het 'Identifier Exists' kan worden gebruikt als er geen identifier beschikbaar is voor de producten. Als er een identifier gebruikt wordt kies dan voor Nee. Deze optie niet gebruiken bij normale producten. We raden aan op zijn minst 2 identifiers te gebruiken gezien dit wordt aanbevolen door Google. <a href=""https://www.magmodules.eu/help/google-shopping/google-identifier-exists-attribute/"" target=""_blank"">Lees meer</a><br>"
"This section lists all the available attributes for the Google Shopping Feed. Some attributes are required for all products and some are required for certain product types such as apparel, others are recommended. To avoid errors in the Google Shopping feed please make sure that you provide  all recommended attributes.","In deze sectie worden alle beschikbare attributen voor de Google Shopping Feed ingesteld. Sommige eigenschappen zijn vereist voor alle producten en sommige zijn voor bepaalde typen producten zoals kleding aanbevolen. Om te voorkomen dat er fouten in de Google Shopping-feed ontstaan raden wij aan zoveel mogelijk waardes te gebruiken."
"This is the weight of the product used to calculate the shipping cost of the item. If you have specified a global shipping method that is dependent on shipping weight (Merchant Dashboard), this attribute will be used to calculate the shipping cost of the item automatically.<br><br>","Dit is het gewicht om de verzendkosten van het artikel te berekenen. Wanneer er algemene verzendkosten zijn ingesteld in het Google Merchant account zal deze worden gebruikt om de verzendkosten van het item automatisch berekenen.<br><br>"
"This option allows you to include/exclude product from the Google Shopping Feed. To exclude certain products from the Google Shopping feed you easily select yes in the Google Shopping tab on your product configuration page.","Met deze optie is het mogelijk om producten in of uit te sluiten van de Feed. Door specifieke producten uit te sluiten van de Google Shopping feed is het mogelijk om dit te doen via de Google Shopping Tab op de productpagina."
"Type of filter","Type filter"
"Use the GTIN/Barcode attribute to submit Global Trade Item Numbers (GTINs) in one of the following formats: UPC (in North America), EAN (in Europe), JAN (in Japan) or ISBN (for books). Please select the attribute that provide these GTINs (for eg. SKU).<br><br>","Gebruik het GTIN/Barcode attribuut als Global Trade Item Numbers (GTIN) in één van de volgende formaten: UPC (in Noord-Amerika), EAN (in Europa), JAN (in Japan) of ISBN (voor boeken). Selecteer het attribuut dat deze GTIN's bieden (bijv. SKU).<br><br>"
"Used","Gebruikt"
"Use Parent Data for Simple","Gebruik bovenliggende data voor producten"
"Use Product Type","Gebruik Product Type"
"Use parent data","Gebruik bovenliggende data"
"Use Identifier","Gebruik Identifier"
"Use Simple Product Pricing","Gebruik Simpel product prijzen"
"Use catalog price rules","Gebruik Catalogus prijsregels"
"Visibility","Zichtbaarheid"
"Weight Units","Gewicht notitie"
"When using configurable or grouped products the simple products will be shown in the feed. You can choose to pull information from the parent products. Select in the multiple-select box below the fall-back data for the configurable / grouped products in the feed.<br><br>","Bij het gebruik van configureerbare en gegroepeerde producten worden de onderliggende Simepele producten getoond in de feed. Het is vervolgens mogelijk om data te gebruiken vanuit de bovenliggende producten. Selecteer in de onderstaande multiple-select de fall-back  data voor de configureerbare of gegroepeerde producten in de feed.<br><br>"
"When the tax percentage is 21% use 21.","Wanneer het BTW percentage 21% is gebruik 21."
"Add the Shipping rates directly in the feed to meet the Google Merchant Requirements.<br>You can set the price range of the products with a From and To price with the right shipping price for that specific product price range as last column.<br><br>","Voeg de verzendkosten direct toe aan de feed om aan de Google Merchant eisen te voldoen.<br>De verzendprijs van de producten kan worden gespecificeerd met een van en tot prijs van de producten, de daarbij passende verzendkosten kan worden ingevoerd in de laatste kolom.<br><br>"
"You can add custom-fields to your feed when needed. Please make sure that your using the latest Custom Fields standards To prevent error messages in the feed. The guidelines for the custom-fields can be found right in our Knowledgebase.<br><br>","Indien nodig is het mogelijk om aparte velden toe te voegen aan de Feed. Wees er zeker van dat deze velden deze velden voldoen aan de laatste feed regels. Deze zijn te vinden in de Knowledgebase.<br><br>"
"You are recommended to provide the following product information for each unique item you submit if it exists, is relevant, and if the information fits into the accepted values for the following detailed product attributes:<br/><br/>","Het wordt aangeraden om de onderstaande informatie-attributen te verstrekken aan Google indien deze beschikbaar is en relevant is aan het product.:<br/><br/>"
"Overwrite server settings","Overschrijf server instellingen"
"Memory Limit","Geheugen limiet"
"This overwrites the maximum amount of memory in bytes that a script is allowed to allocate, eg: 1024M.","Dit overschrijft de maximale hoeveelheid geheugen in bytes dat het script maximaal mag gebruiken, bijvoorbeeld: 1024M."
"Max Execution Time","Maximale uitvoer tijd"
"Only use this option if it's necessary to overwrite this setting because of your server memory limit or execution time.","Gebruik deze optie alleen als het nodig is om de instelling van het geheugen limiet of uitvoertijd van je server te overschrijven."
"When your using Google Analytics you can add your UTM tags right here, eg. utm_source=googleshopping&utm_medium=cpc&utm_campaign=googleshopping<br><br>","Wanneer er gebruik wordt gemaakt van Google Analytics kunnen hier de UTM tags worden toegevoegd aan de URL, als utm_source=googleshopping&utm_medium=cpc&utm_campaign=googleshopping<br><br>"
"Please check your shipping price setup. There has to be price range higher then 0.","Controleer de verzendkosten. De van en tot prijs dient hoger te zijn dan 0."
"All active feeds are shown in the overview below.<br>The .XML URL is the URL which can be provided to your Google Merchant account. Regarding some cache settings in the browser it's also possible to download the Feed to make sure that you are viewing the latest version. Regarding the Caching and settings there is a small note in the beginning of the XML file where you can find the time of generation and the number of products.<br><br><strong>Note:</strong> Make sure that you save the configuration after settings are changed and before you generate the feed.","Alle actieve feeds worden weergegeven in onderstaand overzicht. <br>De XML URL is de URL welke kan worden ingevoerd als feedlocatie in het Google Merchant account. Vanwege caching instellingen bij verschillende browsers is het ook mogelijk om de complete feed te downloaden om ervanuit te gaan dat het de laatste feed betreft. Er staat tevens een kleine opsomming ub het begin van de XML met daarin de tijd/datum van het genereren en het aantal producten.<br><br><strong>Note: </strong>Zorg ervoor dat de configuratie is opgeslagen voordat er nieuwe feed gegenereerd kan worden."
"You can use the -custom attribute option from the dropdown to create a custom name using active attributes.","Gebruik het -custom attribuut om een naam op te laten bouwen middels actieve attributen."
"You can create a custom name using active attributes like {{atributecode}} {{atributecode}}.","Je kunt de naam opbouwen door de attributen te plaatsen als {{attribuutcode}} {{attribuutcode}}."
"Please enable ""Flat Catalog Category"" and ""Flat Catalog Product"" for the extension to work properly. <a href=""https://www.magmodules.eu/help/enable-flat-catalog/v" target=""_blank"">More information.</a>","Activeer de ""Platte catalogus voor producten"" en de ""Platte catalogus voor categorieën"" om de extensie juist te laten functioneren. <a href=""https://www.magmodules.eu/help/enable-flat-catalog/"" target=""_blank""> Meer informatie.</a>"
"When using multiple feeds, the cron will run several times during this hour. For example when set to 12:00 with  3 feeds it will run at 12:00, 12:20, 12:40","Indien er meerdere feeds gebruikt worden zal de cronjob meerdere keren in dat uur draaien. Als voorbeeld, wanneer de starttijd 12:00 is zal de eerste cronjob gedraaid worden om 12:00 uur, met 3 feeds zal dit dan uitgevoerd worden om 12:00, 12:20 en 12:40"
